S,T,M,F,W,TM,CO,C
"0,000000032",61000000,"1318,227965",659000000,"0,000000044",244,18,Medium
"0,000000029",61000000,"1264,923345",1705000000,"0,000000068",-5,65,Medium
"0,000000038",52000000,"1082,581397",1936000000,"0,000000087",278,61,Medium
"0,00000003",85000000,"1297,701423",732000000,"0,0000001",66,85,Medium
"0,00000004",92000000,"1306,805075",1382000000,"0,000000036",220,83,Medium
"0,00000003",89000000,"1444,270381",1089000000,"0,000000052",167,92,Medium
"0,000000037",50000000,"1484,634608",1489000000,"0,000000088",184,70,Medium
"0,000000037",57000000,"1282,41552",1246000000,"0,000000023",167,79,Medium
"0,000000026",52000000,"1471,39091",1283000000,"0,000000013",213,28,Medium
"0,000000032",93000000,"1160,004398",1840000000,"0,00000007",33,57,Medium
"0,00000003",52000000,"1356,765112",1819000000,"0,000000096",97,63,Medium
"0,000000036",91000000,"1318,197018",1814000000,"0,000000065",49,57,Medium
"0,000000025",81000000,"1213,31712",541000000,"0,000000071",73,97,Medium
"0,000000029",65000000,"1463,100744",1201000000,"0,000000048",-9,37,Medium
"0,000000024",100000000,"1497,37622",1233000000,"0,000000026",233,6,Medium
"0,000000033",54000000,"1411,242188",1286000000,"0,000000003",213,87,Medium
"0,00000004",56000000,"1468,863149",1134000000,"0,000000033",273,58,Medium
"0,000000025",98000000,"1332,240184",632000000,"0,000000029",42,78,Medium
"0,000000029",51000000,"1198,962237",1741000000,"0,00000005",220,83,Medium
"0,000000035",71000000,"1034,032559",992000000,"0,000000036",55,14,Medium
"0,000000022",72000000,"1280,518741",1379000000,"0,000000007",84,57,Medium
"0,000000024",100000000,"1182,422388",1307000000,"0,000000097",163,100,Medium
"0,000000038",90000000,"1046,788249",1574000000,"0,000000013",183,66,Medium
"0,000000022",68000000,"1200,867924",1879000000,"0,000000082",151,10,Medium
"0,000000024",52000000,"1436,305133",1418000000,"0,000000042",196,38,Medium
"0,000000027",98000000,"1249,457243",1293000000,"0,000000009",63,92,Medium
"0,00000004",59000000,"1432,059488",1280000000,"0,000000027",147,85,Medium
"0,000000022",82000000,"1157,810314",1291000000,"0,000000073",254,70,Medium
"0,000000025",84000000,"1014,083886",1032000000,"0,000000042",72,32,Medium
"0,000000023",72000000,"1266,975287",1650000000,"0,000000038",239,57,Medium
"0,000000034",63000000,"1128,472235",710000000,"0,000000045",166,41,Medium
"0,000000028",85000000,"1484,783475",1623000000,"0,000000028",1,20,Medium
"0,000000032",51000000,"1320,61505",1739000000,"0,000000039",91,86,Medium
"0,000000032",84000000,"1149,961781",1953000000,"0,00000009",132,76,Medium
"0,00000003",96000000,"1254,183265",1801000000,"0,000000068",167,93,Medium
"0,000000026",92000000,"1337,748672",1639000000,"0,00000009",217,81,Medium
"0,00000004",81000000,"1133,582712",960000000,"0,000000036",197,2,Medium
"0,000000031",73000000,"1086,807119",1616000000,"0,000000011",104,57,Medium
"0,000000021",84000000,"1430,003921",541000000,"0,00000001",142,96,Medium
"0,000000023",69000000,"1129,677805",859000000,"0,000000012",113,97,Medium
"0,000000037",98000000,"1338,888654",1229000000,"0,000000075",290,35,Medium
"0,000000037",52000000,"1020,479792",511000000,"0,000000042",186,56,Medium
"0,000000027",56000000,"1449,019657",1203000000,"0,000000076",127,89,Medium
"0,000000026",76000000,"1160,471209",877000000,"0,000000073",41,86,Medium
"0,000000038",97000000,"1005,221325",1786000000,"0,000000076",191,91,Medium
"0,000000031",87000000,"1468,666144",600000000,"0,000000056",289,9,Medium
"0,000000028",98000000,"1292,855478",1981000000,"0,000000031",70,43,Medium
"0,000000037",56000000,"1058,01782",1356000000,"0,000000049",9,78,Medium
"0,000000031",52000000,"1153,239729",728000000,"0,000000069",297,50,Medium
"0,000000023",54000000,"1492,584666",1728000000,"0,000000038",146,45,Medium
"0,000000034",68000000,"1365,452027",1957000000,"0,000000047",146,46,Medium
"0,000000032",87000000,"1385,271498",1299000000,"0,0000001",188,27,Medium
"0,000000029",82000000,"1457,6687",1353000000,"0,000000029",38,68,Medium
"0,000000035",79000000,"1374,670638",1334000000,"0,000000083",98,24,Medium
"0,000000035",51000000,"1366,486799",1518000000,"0,000000042",223,89,Medium
"0,000000023",61000000,"1401,517887",916000000,"0,000000063",38,22,Medium
"0,000000031",89000000,"1367,184162",689000000,"0,000000008",195,54,Medium
"0,000000029",67000000,"1206,440474",1584000000,"0,000000071",132,85,Medium
"0,000000039",52000000,"1293,469411",1664000000,"0,000000035",153,15,Medium
"0,000000033",60000000,"1239,931949",1078000000,"0,000000007",176,27,Medium
"0,000000026",90000000,"1139,173826",1364000000,"0,000000046",249,75,Medium
"0,000000033",56000000,"1119,583082",1378000000,"0,000000074",65,23,Medium
"0,000000039",80000000,"1144,059252",1957000000,"0,000000021",130,74,Medium
"0,00000003",70000000,"1178,077423",943000000,"0,000000007",102,65,Medium
"0,000000027",66000000,"1064,29102",1835000000,"0,000000036",211,27,Medium
"0,000000035",81000000,"1315,689135",802000000,"0,000000046",211,38,Medium
"0,000000035",88000000,"1488,298786",1807000000,"0,000000017",203,18,Medium
"0,000000024",67000000,"1233,174666",1335000000,"0,00000002",52,7,Medium
"0,000000037",62000000,"1199,176303",1288000000,"0,000000032",296,2,Medium
"0,000000021",98000000,"1363,017244",864000000,"0,000000033",115,65,Medium
"0,000000032",81000000,"1194,224704",1155000000,"0,000000064",-4,89,Medium
"0,000000022",51000000,"1009,764651",1908000000,"0,000000077",58,84,Medium
"0,000000028",62000000,"1234,803429",986000000,"0,000000043",147,25,Medium
"0,000000031",66000000,"1432,309385",811000000,"0,000000083",102,74,Medium
"0,000000028",77000000,"1219,714288",1658000000,"0,000000015",172,24,Medium
"0,000000027",68000000,"1063,822525",1451000000,"0,000000025",266,60,Medium
"0,00000004",95000000,"1202,613452",684000000,"0,00000002",20,25,Medium
"0,000000031",88000000,"1237,906166",962000000,"0,000000085",87,70,Medium
"0,00000004",100000000,"1028,44327",960000000,"0,000000055",130,35,Medium
"0,000000026",51000000,"1024,42456",1007000000,"0,00000001",247,68,Medium
"0,000000034",82000000,"1060,932674",1859000000,"0,0000001",115,27,Medium
"0,000000026",68000000,"1435,275869",1780000000,"0,000000037",271,43,Medium
"0,000000036",67000000,"1348,476619",1751000000,"0,000000002",1,3,Medium
"0,000000025",68000000,"1331,748686",1620000000,"0,000000073",-4,30,Medium
"0,000000028",72000000,"1310,127126",1372000000,"0,000000092",236,93,Medium
"0,000000024",81000000,"1101,559358",872000000,"0,00000009",58,23,Medium
"0,00000004",81000000,"1168,282633",901000000,"0,000000085",209,55,Medium
"0,000000038",77000000,"1208,489253",703000000,"0,000000069",58,88,Medium
"0,00000004",57000000,"1156,528483",954000000,"0,000000021",93,22,Medium
"0,000000024",99000000,"1191,84641",1765000000,"0,000000012",9,54,Medium
"0,000000036",64000000,"1056,855675",1161000000,"0,000000085",163,93,Medium
"0,000000029",58000000,"1380,692329",509000000,"0,000000023",277,50,Medium
"0,000000025",77000000,"1382,373206",1325000000,"0,000000036",82,1,Medium
"0,00000003",58000000,"1020,637149",1592000000,"0,000000027",150,99,Medium
"0,000000032",81000000,"1102,152236",1597000000,"0,000000017",283,72,Medium
"0,000000028",88000000,"1103,568928",1187000000,"0,000000043",300,10,Medium
"0,000000034",85000000,"1481,828621",638000000,"0,00000002",202,80,Medium
"0,000000028",98000000,"1365,305545",852000000,"0,000000048",299,71,Medium
"0,000000038",69000000,"1485,189535",1735000000,"0,000000053",286,23,Medium
"0,000000022",52000000,"1228,019224",1761000000,"0,000000082",-1,40,Medium
"0,00000004",91000000,"1291,637106",1007000000,"0,000000052",195,7,Medium
"0,00000003",68000000,"1226,370454",1008000000,"0,000000064",191,38,Medium
"0,00000002",73000000,"1445,925433",1171000000,"0,000000099",225,86,Medium
"0,000000031",57000000,"1364,40138",1197000000,"0,000000003",291,77,Medium
"0,00000004",74000000,"1278,990979",1256000000,"0,000000012",4,88,Medium
"0,000000021",74000000,"1107,992488",1071000000,"0,000000097",76,16,Medium
"0,000000021",90000000,"1151,433006",1259000000,"0,00000002",96,65,Medium
"0,000000021",52000000,"1161,504851",1451000000,"0,000000089",-4,79,Medium
"0,000000024",54000000,"1348,958292",1247000000,"0,000000024",109,74,Medium
"0,000000021",99000000,"1401,353973",1288000000,"0,000000016",5,53,Medium
"0,000000023",63000000,"1246,902613",1406000000,"0,000000078",297,40,Medium
"0,000000036",82000000,"1320,738296",2000000000,"0,00000002",250,77,Medium
"0,000000026",55000000,"1499,111319",1128000000,"0,000000081",116,24,Medium
"0,00000002",53000000,"1063,441668",727000000,"0,000000011",60,33,Medium
"0,000000024",89000000,"1155,648739",1464000000,"0,000000013",143,23,Medium
"0,00000002",99000000,"1208,218382",1009000000,"0,000000047",29,83,Medium
"0,000000033",98000000,"1379,966911",619000000,"0,000000026",56,40,Medium
"0,00000003",93000000,"1284,241099",1913000000,"0,00000006",242,68,Medium
"0,000000038",71000000,"1495,568635",1661000000,"0,000000059",6,37,Medium
"0,000000038",67000000,"1310,746468",700000000,"0,000000017",60,61,Medium
"0,000000025",75000000,"1316,429614",547000000,"0,000000089",239,9,Medium
"0,000000037",84000000,"1226,46392",1671000000,"0,000000011",121,49,Medium
"0,000000059",70000000,"1296,39412",1168000000,"0,000000086",120,85,Medium
"0,000000058",54000000,"1305,585651",1453000000,"0,000000014",-1,73,Medium
"0,000000043",48000000,"1107,635725",380000000,"0,00000004",45,59,Medium
"0,000000051",51000000,"1203,668431",1095000000,"0,000000054",15,100,Medium
"0,000000052",54000000,"1034,597484",662000000,"0,000000014",265,79,Medium
"0,000000042",41000000,"1178,502031",1023000000,"0,000000007",168,72,Medium
"0,000000059",69000000,"1450,428337",1362000000,"0,000000031",175,69,Medium
"0,000000053",69000000,"1334,996475",1419000000,"0,000000024",146,48,Medium
"0,000000056",55000000,"1350,957044",909000000,"0,000000045",148,74,Medium
"0,00000004",66000000,"1129,709131",310000000,"0,000000099",283,7,Medium
"0,000000047",44000000,"1125,150485",577000000,"0,000000093",58,53,Medium
"0,000000052",68000000,"1277,73825",429000000,"0,000000088",107,46,Medium
"0,000000042",42000000,"1179,55739",686000000,"0,000000039",259,65,Medium
"0,00000006",58000000,"1453,155794",1033000000,"0,000000055",204,11,Medium
"0,000000055",62000000,"1141,525677",537000000,"0,000000039",245,78,Medium
"0,000000059",65000000,"1092,549883",1328000000,"0,000000085",192,28,Medium
"0,000000052",65000000,"1396,393699",230000000,"0,00000003",197,96,Medium
"0,000000046",55000000,"1161,023241",1282000000,"0,000000015",265,97,Medium
"0,000000058",52000000,"1367,101804",718000000,"0,000000045",280,67,Medium
"0,000000057",68000000,"1140,386923",949000000,"0,000000054",91,32,Medium
"0,000000049",32000000,"1490,769533",1211000000,"0,000000015",110,49,Medium
"0,000000043",49000000,"1352,347944",332000000,"0,000000061",298,44,Medium
"0,000000046",37000000,"1251,066891",1422000000,"0,000000087",81,76,Medium
"0,000000045",55000000,"1145,079991",1118000000,"0,000000053",69,27,Medium
"0,000000049",40000000,"1173,321407",1265000000,"0,000000086",74,61,Medium
"0,000000056",41000000,"1192,362851",1442000000,"0,000000003",60,60,Medium
"0,000000054",44000000,"1112,201712",1118000000,"0,000000083",72,36,Medium
"0,000000042",50000000,"1180,96748",295000000,"0,000000017",156,33,Medium
"0,000000046",54000000,"1260,773456",991000000,"0,000000018",277,66,Medium
"0,000000052",44000000,"1377,449958",1133000000,"0,00000004",219,34,Medium
"0,00000006",38000000,"1081,316795",324000000,"0,000000072",114,93,Medium
"0,000000047",44000000,"1361,113053",594000000,"0,000000094",212,15,Medium
"0,00000006",33000000,"1119,419852",926000000,"0,000000011",268,25,Medium
"0,000000049",33000000,"1109,523315",1399000000,"0,000000019",291,57,Medium
"0,000000052",66000000,"1175,727938",1457000000,"0,000000099",58,91,Medium
"0,000000052",32000000,"1408,374338",749000000,"0,000000032",162,84,Medium
"0,000000046",53000000,"1406,852194",1072000000,"0,000000073",218,71,Medium
"0,00000004",68000000,"1393,212228",816000000,"0,00000006",224,40,Medium
"0,000000059",44000000,"1136,156689",1076000000,"0,000000052",244,96,Medium
"0,000000056",69000000,"1088,952199",419000000,"0,000000012",112,100,Medium
"0,000000048",40000000,"1324,59354",1297000000,"0,000000073",13,85,Medium
"0,00000006",69000000,"1399,390073",453000000,"0,000000044",106,18,Medium
"0,000000056",57000000,"1074,899193",731000000,"0,000000078",274,54,Medium
"0,000000043",63000000,"1176,038491",834000000,"0,000000021",44,19,Medium
"0,000000047",66000000,"1083,070466",954000000,"0,000000067",168,41,Medium
"0,00000004",31000000,"1209,395221",216000000,"0,000000059",132,17,Medium
"0,000000043",54000000,"1168,188719",731000000,"0,000000071",156,60,Medium
"0,00000006",44000000,"1189,793297",687000000,"0,000000048",26,8,Medium
"0,000000042",54000000,"1284,748867",1363000000,"0,000000031",185,15,Medium
"0,000000049",55000000,"1465,715945",314000000,"0,000000067",270,70,Medium
"0,000000058",35000000,"1075,38442",963000000,"0,000000095",155,17,Medium
"0,000000046",70000000,"1129,121093",1218000000,"0,000000023",155,27,Medium
"0,000000051",54000000,"1451,27886",627000000,"0,000000062",9,38,Medium
"0,000000044",49000000,"1306,962421",715000000,"0,000000047",61,34,Medium
"0,000000055",46000000,"1482,950787",985000000,"0,000000007",275,31,Medium
"0,00000004",52000000,"1270,578362",876000000,"0,000000075",243,9,Medium
"0,000000049",30000000,"1456,138734",356000000,"0,000000095",76,39,Medium
"0,000000043",46000000,"1457,62427",1341000000,"0,000000051",168,3,Medium
"0,000000054",66000000,"1152,149198",777000000,"0,000000006",287,9,Medium
"0,000000042",36000000,"1360,233704",460000000,"0,000000072",214,12,Medium
"0,00000005",62000000,"1175,537205",1147000000,"0,000000054",161,48,Medium
"0,00000006",55000000,"1476,413196",252000000,"0,000000084",109,56,Medium
"0,000000041",57000000,"1095,945282",346000000,"0,000000026",221,21,Medium
"0,000000044",61000000,"1165,414604",328000000,"0,000000042",22,10,Medium
"0,000000052",31000000,"1237,228004",339000000,"0,000000018",168,61,Medium
"0,00000006",62000000,"1440,915966",293000000,"0,000000072",50,46,Medium
"0,000000048",59000000,"1022,842477",383000000,"0,000000005",64,70,Medium
"0,000000041",44000000,"1385,013264",746000000,"0,000000065",276,74,Medium
"0,00000004",35000000,"1329,41028",693000000,"0,000000091",194,22,Medium
"0,000000058",37000000,"1260,833614",1311000000,"0,000000054",86,83,Medium
"0,000000051",62000000,"1463,184562",498000000,"0,000000011",104,59,Medium
"0,000000047",46000000,"1339,387386",1348000000,"0,000000074",298,47,Medium
"0,000000044",35000000,"1130,032721",1209000000,"0,000000009",103,13,Medium
"0,00000005",30000000,"1367,258755",1489000000,"0,000000006",17,41,Medium
"0,000000054",53000000,"1036,92666",831000000,"0,000000046",32,2,Medium
"0,000000058",33000000,"1173,879912",1133000000,"0,000000028",54,76,Medium
"0,000000056",69000000,"1030,588986",241000000,"0,000000041",246,93,Medium
"0,000000043",70000000,"1221,243511",1339000000,"0,00000001",153,43,Medium
"0,000000047",49000000,"1130,956468",739000000,"0,000000016",156,86,Medium
"0,00000006",38000000,"1013,59498",386000000,"0,000000008",290,39,Medium
"0,000000052",47000000,"1457,886466",1152000000,"0,000000096",100,86,Medium
"0,000000041",55000000,"1421,336477",317000000,"0,000000094",72,31,Medium
"0,00000006",45000000,"1328,754307",212000000,"0,000000078",81,75,Medium
"0,000000055",39000000,"1101,305832",375000000,"0,000000097",177,53,Medium
"0,00000006",67000000,"1242,290024",811000000,"0,00000006",157,52,Medium
"0,000000046",32000000,"1166,817706",1412000000,"0,000000049",220,59,Medium
"0,00000005",52000000,"1275,512894",275000000,"0,000000067",125,74,Medium
"0,000000054",49000000,"1435,23344",1283000000,"0,000000027",26,72,Medium
"0,000000049",44000000,"1141,58672",245000000,"0,000000086",127,56,Medium
"0,000000058",42000000,"1451,036817",1051000000,"0,0000001",39,4,Medium
"0,000000057",39000000,"1267,794383",234000000,"0,000000029",290,97,Medium
"0,000000058",69000000,"1298,923149",531000000,"0,000000059",298,63,Medium
"0,000000043",60000000,"1305,887297",596000000,"0,00000002",12,97,Medium
"0,000000049",59000000,"1117,559696",342000000,"0,000000029",32,58,Medium
"0,00000004",39000000,"1228,384609",1135000000,"0,000000081",0,98,Medium
"0,000000054",64000000,"1341,559634",282000000,"0,000000029",34,57,Medium
"0,000000056",50000000,"1160,874518",1388000000,"0,000000009",277,17,Medium
"0,000000059",40000000,"1310,755466",1247000000,"0,000000078",104,62,Medium
"0,000000043",31000000,"1364,211361",490000000,"0,000000043",58,67,Medium
"0,000000049",68000000,"1023,79911",240000000,"0,000000032",289,11,Medium
"0,000000045",54000000,"1394,228117",585000000,"0,000000079",273,95,Medium
"0,000000054",65000000,"1392,005824",303000000,"0,00000006",134,97,Medium
"0,00000006",56000000,"1208,02541",886000000,"0,000000012",235,96,Medium
"0,000000047",70000000,"1291,56058",819000000,"0,000000041",83,52,Medium
"0,000000042",52000000,"1453,200551",420000000,"0,000000025",215,80,Medium
"0,00000004",67000000,"1072,894856",1451000000,"0,000000066",5,94,Medium
"0,000000058",36000000,"1413,000276",993000000,"0,000000056",6,89,Medium
"0,000000051",31000000,"1278,206628",738000000,"0,000000073",212,84,Medium
"0,000000044",69000000,"1200,0874",316000000,"0,000000024",57,9,Medium
"0,000000041",66000000,"1337,538111",915000000,"0,000000011",214,98,Medium
"0,000000056",47000000,"1103,48871",1108000000,"0,000000028",73,95,Medium
"0,000000041",51000000,"1164,157189",667000000,"0,000000056",200,50,Medium
"0,000000051",43000000,"1126,730655",557000000,"0,000000045",64,13,Medium
"0,000000045",60000000,"1187,63558",419000000,"0,000000006",261,89,Medium
"0,00000004",42000000,"1284,880667",1365000000,"0,00000006",271,7,Medium
"0,000000053",32000000,"1042,218247",1152000000,"0,000000046",175,73,Medium
"0,000000057",37000000,"1299,212801",834000000,"0,000000093",285,2,Medium
"0,000000056",37000000,"1345,883855",701000000,"0,000000026",125,36,Medium
"0,000000048",48000000,"1280,839834",643000000,"0,000000066",83,91,Medium
"0,000000042",52000000,"1246,770567",982000000,"0,000000059",105,91,Medium
"0,000000055",32000000,"1489,543983",745000000,"0,000000092",142,19,Medium
"0,000000052",50000000,"1296,058718",1448000000,"0,000000054",208,10,Medium
"0,000000048",67000000,"1397,152833",973000000,"0,000000097",128,82,Medium
"0,000000054",68000000,"1105,451837",273000000,"0,000000086",270,81,Medium
"0,000000049",35000000,"1252,414202",1045000000,"0,00000008",171,96,Medium
"0,000000045",64000000,"1421,380085",442000000,"0,000000036",250,21,Medium
"0,000000059",54000000,"1008,006886",217000000,"0,000000041",186,4,Medium
"0,000000059",67000000,"1463,079013",1295000000,"0,000000081",127,15,Medium
"0,000000049",53000000,"1021,976964",214000000,"0,000000098",184,80,Medium
"0,000000052",70000000,"1026,696985",1047000000,"0,000000009",122,8,Medium
"0,000000056",47000000,"1022,719293",779000000,"0,000000079",193,44,Medium
"0,000000049",62000000,"1109,295862",238000000,"0,00000004",292,31,Medium
"0,000000055",44000000,"1136,150367",1283000000,"0,000000071",128,60,Medium
"0,000000058",58000000,"1194,581092",652000000,"0,000000018",140,65,Medium
"0,000000055",50000000,"1218,773568",1120000000,"0,000000097",73,58,Medium
"0,000000047",37000000,"1413,793773",714000000,"0,000000076",208,95,Medium
"0,000000049",70000000,"1044,066055",699000000,"0,000000026",-8,19,Medium
"0,000000057",53000000,"1230,593124",522000000,"0,0000001",158,60,Medium
"0,000000051",55000000,"1220,474641",1436000000,"0,000000024",158,55,Medium
"0,000000051",55000000,"1035,942702",1318000000,"0,000000083",233,38,Medium
"0,000000048",30000000,"1316,066144",928000000,"0,000000048",39,65,Medium
"0,000000057",69000000,"1398,787085",1371000000,"0,000000025",19,26,Medium
"0,000000042",40000000,"1461,616945",466000000,"0,000000018",290,39,Medium
"0,000000045",57000000,"1029,281762",1270000000,"0,000000023",214,4,Medium
"0,000000045",31000000,"1455,042571",1125000000,"0,000000039",112,45,Medium
"0,000000055",59000000,"1234,943346",649000000,"0,000000095",147,53,Medium
"0,000000053",63000000,"1295,26699",329000000,"0,000000055",8,95,Medium
"0,000000058",49000000,"1005,557804",824000000,"0,000000016",151,95,Medium
"0,000000048",36000000,"1402,933152",659000000,"0,000000099",229,3,Medium
"0,000000044",66000000,"1452,072053",1051000000,"0,000000093",189,62,Medium
"0,00000006",32000000,"1004,093263",203000000,"0,000000054",154,43,Medium
"0,000000044",30000000,"1257,863265",492000000,"0,000000096",187,7,Medium
"0,000000042",37000000,"1046,832634",708000000,"0,000000078",285,1,Medium
"0,000000055",35000000,"1320,404243",1128000000,"0,000000023",267,52,Medium
"0,000000042",37000000,"1320,634029",981000000,"0,000000013",-3,53,Medium
"0,000000044",57000000,"1367,912981",293000000,"0,000000023",242,89,Medium
"0,000000056",51000000,"1455,447256",707000000,"0,000000083",122,82,Medium
"0,000000053",47000000,"1412,389105",768000000,"0,000000018",291,50,Medium
"0,000000047",44000000,"1188,475065",511000000,"0,00000001",258,26,Medium
"0,000000057",53000000,"1338,612928",1003000000,"0,00000006",172,76,Medium
"0,000000044",70000000,"1018,515267",710000000,"0,000000021",36,18,Medium
"0,000000053",58000000,"1252,141",788000000,"0,000000034",256,11,Medium
"0,00000006",35000000,"1382,516884",438000000,"0,000000059",29,65,Medium
"0,000000056",31000000,"1199,81205",771000000,"0,000000023",202,65,Medium
"0,000000045",49000000,"1119,3357",1152000000,"0,000000045",222,38,Medium
"0,000000042",61000000,"1198,331304",803000000,"0,000000017",147,47,Medium
"0,000000051",43000000,"1259,342581",626000000,"0,000000018",-6,98,Medium
"0,000000052",70000000,"1332,491925",1483000000,"0,000000067",284,83,Medium
"0,000000049",65000000,"1443,692061",630000000,"0,000000009",220,42,Medium
"0,00000006",36000000,"1319,695375",1359000000,"0,000000016",155,33,Medium
"0,000000054",31000000,"1327,154885",1222000000,"0,000000083",91,57,Medium
"0,000000049",39000000,"1444,636669",1441000000,"0,000000045",97,70,Medium
"0,000000058",70000000,"1017,227366",1491000000,"0,000000001",87,15,Medium
"0,000000049",32000000,"1093,126111",355000000,"0,00000006",245,98,Medium
"0,000000046",40000000,"1008,832647",480000000,"0,000000093",167,30,Medium
"0,00000006",32000000,"1210,639624",1322000000,"0,00000008",173,5,Medium
"0,00000006",51000000,"1067,721156",544000000,"0,000000092",99,3,Medium
"0,000000055",30000000,"1465,751171",1035000000,"0,000000066",73,84,Medium
"0,000000047",69000000,"1421,364365",1107000000,"0,000000047",54,73,Medium
"0,000000058",33000000,"1055,340766",251000000,"0,000000028",111,77,Medium
"0,000000053",67000000,"1328,738944",953000000,"0,000000016",238,24,Medium
"0,000000044",32000000,"1174,441611",1098000000,"0,000000015",14,16,Medium
"0,000000057",49000000,"1210,248132",833000000,"0,000000017",47,78,Medium
"0,000000056",33000000,"1423,652787",878000000,"0,000000045",271,48,Medium
"0,000000043",32000000,"1436,768939",814000000,"0,000000018",124,28,Medium
"0,000000052",36000000,"1208,875752",789000000,"0,000000073",262,4,Medium
"0,00000005",31000000,"1458,404572",1463000000,"0,00000001",29,86,Medium
"0,000000046",36000000,"1127,221575",744000000,"0,000000006",3,61,Medium
"0,000000044",60000000,"1125,230393",1350000000,"0,000000058",219,63,Medium
"0,000000057",70000000,"1437,582644",1281000000,"0,000000033",204,89,Medium
"0,00000005",63000000,"1435,73122",1149000000,"0,000000038",19,21,Medium
"0,000000055",47000000,"1000,680417",399000000,"0,000000078",81,90,Medium
"0,000000045",63000000,"1485,632527",1131000000,"0,000000054",171,15,Medium
"0,000000051",49000000,"1190,315341",1236000000,"0,000000061",78,82,Medium
"0,000000053",62000000,"1467,634007",1077000000,"0,000000035",49,40,Medium
"0,000000058",61000000,"1131,795358",988000000,"0,000000046",139,62,Medium
"0,000000044",52000000,"1148,682631",271000000,"0,000000089",296,66,Medium
"0,000000056",47000000,"1004,654984",1238000000,"0,000000098",187,98,Medium
"0,00000004",66000000,"1478,703415",1333000000,"0,000000053",267,89,Medium
"0,000000051",63000000,"1352,162456",978000000,"0,000000046",105,78,Medium
"0,000000055",61000000,"1336,28602",1164000000,"0,000000043",145,36,Medium
"0,000000055",43000000,"1299,922504",625000000,"0,000000004",78,85,Medium
"0,000000055",55000000,"1311,159949",1225000000,"0,000000067",113,68,Medium
"0,000000044",60000000,"1488,106047",656000000,"0,000000027",127,80,Medium
"0,000000055",30000000,"1349,15075",494000000,"0,000000035",67,24,Medium
"0,000000056",52000000,"1437,27555",1165000000,"0,000000084",97,40,Medium
"0,00000006",40000000,"1226,77556",732000000,"0,000000017",282,21,Medium
"0,000000044",44000000,"1075,040328",847000000,"0,000000063",17,33,Medium
"0,00000004",54000000,"1184,103848",223000000,"0,000000011",-1,28,Medium
"0,000000053",41000000,"1461,293798",1024000000,"0,000000001",68,64,Medium
"0,00000005",65000000,"1075,684741",1280000000,"0,000000023",148,70,Medium
"0,000000046",35000000,"1332,794822",224000000,"0,000000002",166,74,Medium
"0,00000005",64000000,"1120,245762",634000000,"0,000000047",111,68,Medium
"0,00000004",39000000,"1295,407037",964000000,"0,000000014",11,89,Medium
"0,000000055",57000000,"1455,830995",1179000000,"0,000000004",35,59,Medium
"0,000000052",30000000,"1184,267637",1447000000,"0,000000021",141,71,Medium
"0,000000058",56000000,"1273,714212",1475000000,"0,000000081",33,80,Medium
"0,00000006",64000000,"1281,195716",1431000000,"0,000000089",-8,60,Medium
"0,000000051",48000000,"1292,751536",862000000,"0,000000049",136,55,Medium
"0,000000042",68000000,"1475,25881",367000000,"0,000000071",63,63,Medium
"0,000000055",45000000,"1297,097972",1372000000,"0,00000004",71,45,Medium
"0,000000057",69000000,"1209,894804",578000000,"0,000000012",16,55,Medium
"0,000000058",31000000,"1140,984846",319000000,"0,000000002",-1,7,Medium
"0,000000051",45000000,"1319,448935",305000000,"0,000000026",252,10,Medium
"0,000000055",37000000,"1091,435787",537000000,"0,000000074",212,39,Medium
"0,000000043",48000000,"1393,357207",1112000000,"0,000000018",72,2,Medium
"0,00000006",38000000,"1145,593024",1485000000,"0,000000024",121,91,Medium
"0,000000046",47000000,"1149,227081",868000000,"0,000000049",250,44,Medium
"0,00000006",61000000,"1106,255262",742000000,"0,000000073",93,92,Medium
"0,000000044",41000000,"1361,284358",852000000,"0,000000077",74,7,Medium
"0,000000053",41000000,"1005,122754",842000000,"0,000000031",79,74,Medium
"0,000000044",64000000,"1100,434841",1417000000,"0,000000024",113,46,Medium
"0,000000041",63000000,"1026,250765",1081000000,"0,000000082",159,86,Medium
"0,000000041",67000000,"1451,7066",363000000,"0,000000019",66,61,Medium
"0,000000047",32000000,"1445,785828",925000000,"0,000000019",194,99,Medium
"0,00000006",61000000,"1297,081893",1287000000,"0,000000022",216,94,Medium
"0,000000051",35000000,"1381,969288",445000000,"0,000000006",110,8,Medium
"0,000000051",43000000,"1382,497476",1404000000,"0,000000049",235,71,Medium
"0,000000043",56000000,"1150,721999",433000000,"0,000000003",74,97,Medium
"0,000000055",52000000,"1430,701596",1313000000,"0,000000012",263,9,Medium
"0,00000004",69000000,"1376,267469",1494000000,"0,000000058",276,61,Medium
"0,000000048",69000000,"1353,131396",536000000,"0,000000047",140,1,Medium
"0,000000054",53000000,"1287,914217",1241000000,"0,000000046",9,96,Medium
"0,000000049",63000000,"1248,253533",751000000,"0,000000013",87,96,Medium
"0,00000005",65000000,"1488,322687",1238000000,"0,000000055",286,81,Medium
"0,00000004",70000000,"1327,945053",1395000000,"0,000000017",297,32,Medium
"0,000000056",37000000,"1245,658267",401000000,"0,000000064",17,24,Medium
"0,000000051",48000000,"1172,343135",368000000,"0,0000001",171,25,Medium
"0,000000058",67000000,"1202,625519",1068000000,"0,00000006",185,31,Medium
"0,000000053",53000000,"1394,838788",283000000,"0,000000072",254,43,Medium
